1,0.0,0.0,0.0,0,0,0.0
2,-0.00001812,-0.0204,0.0332,10,10,0.1037
3,-0.00001896,-0.0573,0.0212,10,10,0.0858
4,0.00001541,-0.0656,0.0225,10,10,0.1299
5,-0.00001959,-0.1557,-0.0092,10,10,0.1530
6,-0.00003551,-0.2018,0.0178,10,10,0.1770
7,-0.00005173,-0.1763,0.0581,10,10,0.1718
8,-0.00004099,-0.2347,-0.0066,10,10,0.1272
9,0.00000876,-0.1400,-0.0368,10,10,0.2183
10,-0.00002898,-0.1652,0.0286,10,10,0.2652
11,-0.00001994,-0.1215,0.0306,10,10,0.1120
12,0.00001005,-0.1341,-0.0058,10,10,0.1172
13,-0.00001649,-0.1589,0.0520,10,10,0.1897
14,0.00001511,-0.1353,-0.0149,10,10,0.1516
15,-0.00000820,-0.1469,0.0604,10,10,0.1349
16,0.00005206,-0.0833,-0.0205,10,10,0.2385
17,0.00002826,-0.2022,-0.0495,10,10,0.2381
18,0.00001108,-0.2407,-0.0412,10,10,0.0897
19,0.00001059,-0.2161,0.0209,10,10,0.1797
20,0.00001064,-0.2720,-0.0377,10,10,0.1609
21,0.00000803,-0.2221,-0.0192,10,10,0.1418
22,-0.00000749,-0.2490,-0.0684,10,10,0.2123
23,0.00001990,-0.2052,-0.0227,10,10,0.1714
24,0.00002631,-0.2034,-0.0200,10,10,0.1124
25,0.00001868,-0.2758,-0.0303,10,10,0.2446
26,-0.00000482,-0.2612,-0.0313,10,10,0.1406
27,0.00001166,-0.4697,-0.1780,10,10,0.2223
28,0.00000522,-0.4060,-0.1270,10,10,0.1243
29,0.00000705,-0.3572,-0.0935,10,10,0.1361
30,-0.00002804,-0.3833,-0.0950,10,10,0.1765
31,-0.00000300,-0.3546,-0.1373,10,10,0.1309
32,-0.00001567,-0.3165,-0.0480,10,10,0.1760
33,0.00003836,-0.2524,-0.0878,10,10,0.1614
34,-0.00000291,-0.2760,-0.0328,10,10,0.1529
35,-0.00002542,-0.2835,0.0193,10,10,0.1835
36,0.00001792,-0.1972,-0.0011,10,10,0.1327
37,-0.00002567,-0.1998,0.0687,10,10,0.1378
38,-0.00001444,-0.2142,0.0573,10,10,0.1892
39,-0.00000974,-0.3336,0.0109,10,10,0.2271
40,-0.00002349,-0.3051,0.0610,10,10,0.1366
41,0.00003878,-0.2985,-0.0246,10,10,0.2095
42,0.00000157,-0.3272,-0.0305,10,10,0.1452
43,0.00002876,-0.3428,-0.0714,10,10,0.2067
44,0.00000326,-0.3692,-0.0612,10,10,0.1259
45,-0.00000338,-0.3392,-0.0503,10,10,0.1638
46,-0.00001405,-0.3590,-0.0555,10,10,0.1868
47,0.00004824,-0.3227,-0.1408,10,10,0.1197
48,0.00008587,-0.3042,-0.1781,10,10,0.1080
49,0.00008038,-0.3240,-0.1740,10,10,0.2092
50,0.00002076,-0.2999,-0.0702,10,10,0.2015
51,0.00003928,-0.3083,-0.1101,10,10,0.1896
52,0.00002135,-0.2548,-0.0361,10,10,0.1999
53,0.00005090,-0.2549,-0.0530,10,10,0.1436
54,0.00004159,-0.2291,-0.0329,10,10,0.2097
55,-0.00003640,-0.2773,0.1119,10,10,0.1825
56,0.00001450,-0.2233,0.0540,10,10,0.2108
57,-0.00002634,-0.2424,0.1451,10,10,0.2727
58,-0.00000100,-0.2874,0.0745,10,10,0.2097
59,0.00000757,-0.3568,0.0269,10,10,0.2047
60,0.00004074,-0.4485,-0.1846,10,10,0.2064
61,0.00004947,-0.4046,-0.1861,10,10,0.1514
62,0.00000399,-0.3725,-0.0339,10,10,0.0897
63,0.00000329,-0.3992,-0.0292,10,10,0.1459
64,0.00001145,-0.3797,0.0033,10,10,0.1330
65,-0.00001071,-0.4177,-0.0004,10,10,0.2103
66,0.00002055,-0.2988,0.0350,10,10,0.1723
67,0.00000739,-0.2845,0.0162,10,10,0.1668
68,-0.00001218,-0.2836,0.0399,10,10,0.2677
69,-0.00002947,-0.3097,0.0564,10,10,0.2120
70,-0.00003497,-0.3240,0.0824,10,10,0.2447
71,-0.00006146,-0.3124,0.1312,10,10,0.1855
72,-0.00004180,-0.3981,0.0480,10,10,0.1651
73,-0.00001055,-0.3729,0.0104,10,10,0.2447
74,-0.00001555,-0.4505,-0.0363,10,10,0.1791
75,0.00001386,-0.4550,-0.0482,10,10,0.2051
76,0.00005403,-0.4340,-0.0965,10,10,0.2119
77,-0.00000746,-0.5671,-0.1189,10,10,0.1801
78,-0.00000447,-0.4462,-0.0313,10,10,0.1253
79,-0.00001265,-0.4279,-0.0443,10,10,0.1578
80,0.00005838,-0.7973,-0.4019,10,10,0.5468
81,-0.00001079,-0.6827,-0.1927,10,10,0.1581
82,0.00004501,-0.5370,-0.1989,10,10,0.2017
83,0.00006345,-0.4935,-0.2078,10,10,0.1967
84,-0.00005735,-0.2748,0.1317,10,10,0.4775
85,0.00005662,-0.5127,-0.1752,10,10,0.5219
86,-0.00001200,-0.3780,0.0275,10,10,0.3310
87,0.00001275,-0.4981,-0.0748,10,10,0.3849
88,0.00008171,-0.3894,-0.1051,10,10,0.2124
89,0.00004758,-0.4140,-0.0435,10,10,0.2250
